task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	14/ad58d9	ebde9512-821a-4c3c-9a19-4f60415637fa	alevin (SCPCR000119-spliced_intron_txome_k31)	COMPLETED	0	2021-04-28 11:26:32.183	1h 33m 58s	1h 17m 28s	706.3%	13.1 GB	15.7 GB	27.3 GB	1.3 GB
3	4e/f9ba44	adbc944e-dff2-4f43-953e-347158c6d492	generate_permit (SCPCR000118-spliced_intron_txome_k31)	COMPLETED	0	2021-04-28 13:00:31.152	1m 9s	15.4s	52.6%	65.2 MB	399.3 MB	1.1 GB	36.6 MB
4	54/40cd37	c3a1c443-9671-4b30-a6ba-a617d3858ec0	collate_fry (SCPCR000118-spliced_intron_txome_k31)	COMPLETED	0	2021-04-28 13:01:40.968	49.2s	5.2s	414.9%	317.4 MB	1.3 GB	1.3 GB	215.6 MB
5	43/618ea8	5ffb3a9f-3330-4d76-a2b2-8bfd2fcfdcf9	quant_fry (SCPCR000118-spliced_intron_txome_k31)	COMPLETED	0	2021-04-28 13:02:31.104	49s	13.9s	745.8%	261.8 MB	1 GB	266.1 MB	14.1 MB
1	21/314329	b3e4f0e4-d9cd-4e91-87a3-5592ea44e28d	alevin (SCPCR000118-spliced_intron_txome_k31)	COMPLETED	0	2021-04-28 11:26:32.226	2h 9m 28s	2h 4m 48s	678.3%	12.9 GB	15.6 GB	28.3 GB	464.3 MB
6	ba/f04673	42367ddc-09f8-4806-8f5b-19bbfeb36b04	generate_permit (SCPCR000119-spliced_intron_txome_k31)	COMPLETED	0	2021-04-28 13:36:01.553	45.2s	4.1s	100.1%	328.1 MB	555.3 MB	251.8 MB	138.1 MB
7	9b/53c6a7	cecec907-550b-404a-af38-41883e7ce964	collate_fry (SCPCR000119-spliced_intron_txome_k31)	COMPLETED	0	2021-04-28 13:36:47.606	49.4s	21.6s	126.2%	514.2 MB	759.3 MB	604.7 MB	167.8 MB
8	28/f55d01	b7799c05-3f87-4d01-904f-c043cc034224	quant_fry (SCPCR000119-spliced_intron_txome_k31)	COMPLETED	0	2021-04-28 13:37:38.045	2m 9s	1m 36s	793.5%	256.3 MB	1.3 GB	218.4 MB	16.8 MB
